loan_id,loan_type,customer_id,loan_amount,loan_interest_rate,loan_start_date,loan_end_date,loan_status
f86bcf12-2679-41e7-bf17-bd77f2fa6c45,Home,390e55b2-dd94-4aae-800d-ef05bf2a2e04,893,6,2019-12-07,2027-09-15,Default
aa330ef8-13af-4cd8-8a22-37d9955c3f81,Business,b2d793a3-fae3-45d4-a397-7ece6f0b901b,912,11,2019-04-20,2024-12-29,Default
3c35ad8b-7587-4f82-88b5-720f1afe2c0f,Business,cb8f20a1-9eba-4051-984d-7addadd8e4d4,471,14,2017-05-08,2028-10-01,Default
c94b2b39-15b9-4265-adb6-bfaa0c129a55,Auto,14c2d45f-ec29-425a-9004-f1a79e40db6c,919,13,2017-10-24,2027-08-28,Default
8acc4bb9-819d-418d-989e-3c22233c5302,Home,48aa5baf-e173-41d5-a2cf-0bc1439fea5f,319,14,2017-01-18,2027-07-20,Default
25a319ed-24f7-4b69-bc39-529ef9637894,Business,3153895c-467d-41fa-b968-1b9c24298336,846,15,2022-02-03,2025-05-30,Closed
5b28f914-270f-4d8b-9e23-7040fa07b4c4,Auto,d680cc3c-4a93-4bc7-9d37-40077d141d2c,665,2,2022-06-01,2024-12-29,Default
fe9abfec-bc17-42be-9cdd-e26fd6bfeb6b,Business,5969c916-3944-4ab4-aaf9-e1607a54e7c3,376,5,2015-03-05,2026-11-26,Active
d5417187-663c-4ccf-86c0-196ac4977828,Personal,7befd783-2aa6-4cf9-94cb-2f362903507b,898,6,2017-08-20,2029-11-08,Default
b6fb7371-7848-48d2-bebb-4a23e293344b,Home,e636ce6d-41a0-47c6-ab77-f7cf521ee426,593,5,2016-08-08,2027-02-25,Active
3a6d4d91-7ea2-4029-a8d5-b795192be0b7,Auto,a140ab74-a7b6-454a-a3f8-fb24c95b7204,650,4,2017-02-18,2028-08-21,Default
eaced037-9f94-4e98-a269-c704105d4c0a,Auto,21c52df7-7ae6-4765-8784-e5f049b7b360,498,11,2019-08-28,2019-12-12,Active
17678d70-2764-4cf8-b5df-64f85580ffa9,Auto,9b81ad59-2ccd-4ffe-b8ee-bcc21de018ce,774,8,2021-08-12,2027-06-28,Active
6bad8640-79a7-4b03-9947-b22f9a1fbaf0,Auto,ca2d7a6d-81be-43f9-a332-dac78beaa92d,305,10,2022-03-21,2024-03-13,Default
c099d9f5-1a9d-4e3a-96c9-6872de9427ea,Education,106da13d-d0f3-46ef-a176-438e2fa1770a,474,4,2016-11-20,2016-12-04,Closed
e146275d-3cb2-4020-a906-5f3afcd8733e,Home,609575b8-161a-40ca-8f06-44508651d654,252,3,2015-04-19,2026-11-24,Active
f15bb6fa-ddd5-4aee-95d2-abd1baa543c3,Home,a6bcee22-2c17-4a9d-a38c-ceee5b567f54,663,12,2020-04-12,2026-11-01,Default
dd25df42-66cd-4b19-a23d-e99ee873c364,Home,63225704-5c5b-4e73-ac02-687078c0ce1f,650,4,2015-02-01,2025-04-30,Active
6cb91eb5-21d1-438b-88c4-0a14baefb433,Auto,26ef6bc3-6c29-4d02-a1c3-02593685fbaf,411,3,2015-08-12,2026-04-28,Closed
13b1bd57-5ed2-478d-98c2-1fee158d0db6,Business,6c4c5af5-626b-498d-9cfe-b71e3b1a0235,84,13,2016-10-11,2029-09-18,Default
85f12465-cb9c-42bc-964c-c2807dcd2adf,Home,6bff71c2-67e6-45e9-947e-062b3d400319,857,3,2015-03-27,2024-08-10,Active
0141b4b0-7649-4d12-8436-a44c99e860e4,Home,988ba764-0173-4c23-87d2-dad1af47d33f,686,11,2023-04-15,2023-10-22,Default
0aea2428-4318-4698-b73a-75ea8106369e,Auto,981cd654-520c-4b10-b3e1-ec5863aec859,571,6,2020-07-21,2024-05-27,Closed
244d668e-d448-4908-8830-1fc07729bf2d,Education,2089c602-0c6b-473c-b67f-c03a7de209f5,494,4,2017-12-09,2025-03-31,Active
fabfbed1-19c0-4ddb-b793-820e1c1eedbf,Home,5610e1b8-dc32-4cff-945c-70a4035d4397,673,7,2022-12-14,2028-04-10,Closed
35b8d46f-c226-42a1-b1e3-8b5eb724af37,Education,c033333a-0a01-47fc-b023-46670eab2630,615,13,2015-05-29,2027-06-27,Default
71e51fa9-cb17-49aa-bc8b-f5bc126d78f7,Auto,75396047-6a43-457e-837f-23726fb6c222,811,7,2016-03-27,2029-05-21,Default
8ad5f272-c4f7-4f80-b6d5-fd531592a982,Business,4f5fbb7b-c4d3-4ae7-bb65-a76dcdc867d0,447,15,2015-03-23,2028-12-19,Closed
4c3465e6-75b8-4d49-90b6-3585a591afd9,Home,dca4c502-4536-4b9e-9b40-b985b44a0345,948,2,2021-05-06,2025-09-06,Active
f5bbab6d-8033-4ade-b987-993693298c77,Education,342ae911-a4ad-4a52-8a37-8e2c2e451b8b,748,14,2022-05-26,2028-01-07,Default
a5a62836-2740-42fd-9681-c1b8e37b573b,Business,083b29ca-c03a-498d-ba66-e4b2160f0412,205,3,2019-09-03,2026-06-05,Closed
4be8d9e8-6fdc-4e02-98cc-dd5b162ecf92,Home,f4a0d2c9-2af8-4a69-ab7f-dc6ff7118d1f,196,12,2016-03-04,2029-10-29,Closed
d2c73c16-07e4-432b-bc3a-cae74828e59a,Auto,f0b76537-d0ad-4b6f-8491-37da4139f73b,503,2,2020-07-07,2027-06-22,Closed
b9039e54-6806-40ae-9d6c-a0e906809a1f,Home,13825b54-d51b-460a-bc74-e42650b13394,678,12,2020-03-22,2029-11-21,Closed
a313a74c-26eb-439c-bcfe-14a5aee24b00,Home,098db4dd-bffd-43dd-af7e-68087bd6fb82,945,10,2023-08-25,2024-01-31,Active
431c3978-e342-4751-beb4-d4c4ced7dcd6,Business,44e19323-6e4c-4146-b188-f8b56293ad75,407,13,2016-09-22,2027-07-14,Default
b40db1fa-b28a-49d8-9311-be4cb119e815,Auto,849dd8e2-b8a4-49ba-b842-ed94489a234e,913,3,2016-09-22,2024-06-06,Closed
c1dc799d-b86d-47e0-9f23-b5f2b71657b6,Auto,4184451f-483c-4ef0-b9dc-d1dba0bc0e4a,94,9,2023-06-28,2027-09-10,Default
f4e5c6bb-ffa4-4394-ae65-91d146528c3c,Home,1419c4cc-5baa-48d6-a6ab-5e70a6d29232,89,10,2018-09-10,2025-06-23,Closed
907e9624-2b62-4105-a838-4032d41815ab,Home,057c7476-40f1-465a-8074-c0dcded767ac,270,11,2021-06-21,2027-10-17,Active
3a7bd370-aa58-4c88-8252-c2a7c7edda67,Personal,5e686f28-d9e8-4ae9-a20d-02524a956e67,758,13,2021-12-14,2022-01-17,Default
24cc674a-e54b-4139-85ad-534669073784,Education,b29d0c97-24b6-48be-8ffe-4df9983468f5,939,3,2015-09-14,2027-06-05,Active
2a5d0af9-26f4-42c1-9682-dbe31705a656,Home,2082e900-6f4d-4cd2-adba-4871b22eb75e,769,7,2021-10-31,2026-10-11,Default
584ff15d-cb67-40ee-9953-b9d87828ed8c,Personal,f664af0c-4f4b-4ff5-a0a3-24700f7e2965,410,6,2017-06-16,2028-02-02,Closed
3cdbc62f-ea77-4fd4-b552-7b26f44d5344,Business,6498dff1-177f-467e-9673-8766b384236f,145,14,2023-06-09,2029-07-05,Closed
ea682928-b89a-40ea-89c9-e67f75320e68,Business,627909e9-3c6c-4e61-bcbe-db50d640b398,714,3,2020-03-28,2028-05-22,Active
9f2d04dd-6611-403a-91ff-0ddab19ae122,Business,1e87a2a8-d78a-4d3d-850f-7aee4bcc9ec2,256,6,2023-05-28,2028-01-23,Closed
063056c5-34a7-4089-96dc-0b5c1fad3976,Business,dfa18dd3-5ac0-4941-a14b-0d7fef27fa48,370,3,2018-10-09,2028-11-30,Closed
88827c0c-7fa0-4f3f-bb4b-9590cba3594c,Personal,e52bd7f8-2647-4b11-8bfd-7257d766135b,887,10,2021-11-23,2027-11-20,Default
7bf1557c-8a50-4d16-9139-7d3e97c7bc80,Personal,d9fb8a75-729c-4a2b-a7b7-6e3d6ab70942,906,7,2023-10-11,2026-01-11,Active
ad7bf6b4-050e-45bb-9e32-1bfe9e9152f4,Personal,6a7edd72-d523-4aa5-b6f6-710a60dd561b,454,14,2023-03-27,2026-03-22,Default
015af7b3-9a9f-42b0-97c9-f9d1ef85bb3c,Business,63225704-5c5b-4e73-ac02-687078c0ce1f,246,14,2015-11-20,2028-02-11,Closed
8b7d42d0-9a4e-45c4-9f5a-6c451c8bb975,Auto,a96919ee-b9f2-48de-a01c-80b5c07c05f3,660,13,2017-06-04,2029-09-16,Default
ecc21b41-0312-4f07-888f-c6c369957fe2,Education,d3c7115d-5b35-4556-ab45-f8e31249a3d6,875,3,2022-11-16,2024-04-02,Default
fa8cebce-3590-4308-8c24-ff298ba96599,Home,1015b6f4-c7cb-4eb3-af9e-ae411788ac66,554,9,2020-12-21,2027-07-25,Default
51f9ff5e-7fc4-40f2-a48f-245c4e425c22,Auto,238857fb-430e-48f7-bcd0-2f151812c3e1,340,13,2023-09-28,2024-05-08,Default
aba3752c-4a87-475c-988e-5fc970b99f1d,Business,fb1886fd-d40f-4657-8570-013ee26d155a,568,13,2016-09-17,2029-09-27,Active
00e406f5-3877-4c65-a433-66824f3a7b21,Auto,5427cc9e-0f35-486c-b004-0a52125b9bdf,398,4,2018-05-23,2029-07-26,Closed
ce8f7c7e-4a82-4d6d-aca3-d750087111ed,Auto,8270f41e-4d71-4e42-8f3b-88c0457973b6,270,9,2018-05-05,2029-08-17,Default
08f4128b-6c27-4a0e-9018-72f9dc7e6a4e,Business,f1bc7073-c4a4-47c4-8ed5-320ae3744f8f,157,2,2019-02-27,2027-11-14,Default
b91147a1-5549-44a6-aa83-890787e59724,Home,858a8b7e-23af-492a-b222-33b3ec6ee6d4,527,9,2018-04-29,2018-09-25,Active
a71da975-a3d6-49fb-9b54-477f8efbe4c9,Home,9ae21705-8668-47d7-ac43-d4a0c8050c79,924,15,2018-08-25,2025-04-25,Default
35e03b03-c802-4968-9dfa-725e73142418,Education,ab45cc87-604e-46b9-b3c2-f22825241f13,895,4,2022-09-05,2024-10-23,Default
7081f79c-85ad-4075-8a9b-a8da4ca60856,Business,bf2571c1-41b5-44b5-bdda-49c2053b8bad,281,14,2018-09-12,2025-06-02,Default
b5728552-03a0-46b6-a43f-85391b417395,Home,35e7d4f9-e0e6-445f-9f33-1683e13fb08c,166,6,2017-07-26,2027-01-14,Closed
d2aac105-f922-4072-88a5-72b7552955ec,Education,18b993e5-e4dc-473d-ac70-068a5eaf0b2b,296,5,2015-08-19,2028-02-26,Default
174f457d-2445-46f4-a9c8-18ac5e758316,Auto,a0b1dd4b-1e61-4623-bf72-b88ecfa8c3bd,254,3,2017-05-18,2027-11-07,Default
0f0e12f7-fc91-49ea-a056-58571779c991,Business,501dcbe4-16ce-4834-ac1c-b5f68507be27,289,9,2021-12-28,2024-12-02,Closed
84dd79a2-1f27-4e7c-9c8f-3d7d2d0b936a,Personal,904eec60-f498-4c36-bea4-d46443e273f0,466,11,2022-09-25,2024-05-21,Closed
b7c5d24e-e351-44cc-8833-4e761ff46a2e,Personal,8a6cd54a-4f5a-4006-ab37-c1756ec815c9,266,11,2019-03-20,2027-04-06,Default
8c982df0-aa23-4ddd-9cac-22095bc955d7,Education,01cfe8e1-04bf-4114-b84b-c4458b760555,698,3,2015-04-30,2028-03-13,Default
1cdb4caf-8ff0-4256-9138-c7acf9deb7d2,Business,0927a0a5-23ad-436e-9c5f-7391c7666210,146,12,2018-03-09,2028-11-26,Default
bbbafe9a-7b69-4598-ab47-a3738ce13328,Auto,cf16a960-5689-4577-af37-bc33360a235c,112,6,2019-08-24,2028-07-03,Closed
b814bb83-4c8c-452f-8ad6-7d1607e2fd29,Auto,d36c6c30-7d8a-4914-9b5d-3c7ccdc4694d,324,4,2015-09-07,2028-07-14,Closed
e94b7410-9e12-4029-997f-836c7e73a782,Personal,7ad62064-626b-440c-9ebc-8c45fd73645f,923,11,2019-09-16,2026-06-11,Closed
7c8c70da-8f58-4948-ba99-9ac200d83181,Auto,7faea25a-e70c-42e6-9450-0f001c0a64cf,395,8,2017-11-09,2026-08-27,Closed
8ff8d821-5e10-426e-b1a5-9e4c8ab1ec3e,Education,58c74a33-943a-4cb8-8021-d81140f7a6ab,815,11,2021-10-12,2022-03-22,Active
21626732-1835-4468-aa27-b5e91ca05254,Business,7d0b8975-4fac-4ec4-9bd4-4e269679ef9e,607,12,2023-12-26,2024-09-02,Active
f722b3c4-68e4-4de0-9901-66621e4460b4,Business,ff232bde-69eb-45fb-bcf1-3184bbd0e6ad,484,4,2022-11-14,2026-04-16,Default
fa6b770e-52fa-431f-a15e-199e9cb18bb3,Personal,f858f720-41c9-4e63-a5a0-cf5ed39ae9f2,899,7,2021-06-20,2027-01-16,Active
14bde29e-16a2-4a8a-a3c9-a7d4018facf2,Personal,bbb7756d-3084-4555-9e3f-7520c11ac191,793,8,2016-04-09,2029-01-26,Closed
3c6162b7-5ebe-4d17-bbcd-2b75851bedc4,Business,0ea1c866-7942-4ee1-8126-bf05fad18819,507,8,2017-07-28,2026-09-18,Active
0ebf1298-597a-4374-966f-c9a58aec0b68,Home,5456785d-395f-4c61-ae79-53ce9b14988b,635,5,2022-04-14,2028-01-11,Closed
bb87f6d2-9d15-4c4a-b9a3-e9778d7baf3c,Business,3b175211-a7df-44cc-bc50-810942238bea,587,5,2023-06-08,2023-08-10,Closed
d41aa185-be14-4ae2-a854-eb290ecbd30a,Personal,f3a696e0-a7ec-49d7-8e56-3ee873aa895b,626,9,2020-12-01,2026-08-13,Default
5904b1de-c29f-4e69-8f2d-c33af6317a3a,Education,e318b485-1817-41aa-a44a-815420c17e51,592,3,2022-04-06,2028-05-31,Closed
21855877-fd08-45f1-8201-798d6bf81f8a,Personal,09c8b2ce-db94-4ede-b7bc-6af72c27cb01,509,13,2023-08-25,2026-07-16,Closed
6ce9c848-c459-4d1d-a2cb-303fe100d283,Business,bac92505-3efe-440f-a33c-918062870da8,520,13,2015-09-06,2025-03-21,Default
48098046-6f69-497d-8b9a-a7d0a0c43bbd,Education,390e55b2-dd94-4aae-800d-ef05bf2a2e04,468,15,2020-05-13,2024-03-04,Default
2a484ba0-b301-4054-92c8-fc0dc625d25f,Auto,b86aed3f-81d0-4325-816c-718ed3d526d0,734,13,2023-09-26,2028-08-17,Active
a1ecb68d-400c-4348-8db3-ed476fb0527e,Business,0c1a0d66-7107-43f5-9e18-37c09fdf28ef,916,12,2021-08-21,2025-04-18,Closed
19b39178-3fb1-4835-b237-f2ded6e43b0f,Business,be818757-36e1-40eb-a40f-5ed0e80d3930,551,4,2017-09-28,2027-08-18,Active
132d3d5d-ad4e-41bd-b066-08f4346592a5,Home,5f597ec9-feca-4c14-a4dc-338af20f3713,122,10,2020-03-09,2027-06-30,Closed
e8d8c67b-56ae-44a6-89ae-8cf59b7dc9fc,Home,25af2cfc-7bb5-4424-8e17-439ca11b8082,125,12,2020-03-08,2028-08-14,Closed
12a3424b-3fdb-455e-a7b7-a55af063d2a8,Business,500c3d39-163f-4147-a410-6383f00688d1,719,3,2022-12-28,2024-11-13,Active
0cd69148-5a79-42b5-a3ca-c05b315e1790,Education,e05ea15c-bd83-416e-bfa6-e229fc16c23e,881,11,2019-09-05,2028-06-29,Closed
d47eba7e-cb72-4ea7-aaef-29b55b8c6a2b,Education,8ad3d9b9-13c2-4f12-a3f3-e1526930d65b,1000,2,2020-04-19,2026-07-08,Closed
dfff1035-05ec-4238-978b-9fe8f227d5e0,Business,bd9b67bf-a094-488c-aaec-737982795964,621,5,2016-03-09,2027-06-25,Default
05f46052-8594-465c-b591-33c2fefe8c05,Auto,85a55267-6dda-4361-ad78-72e1479d6b99,678,5,2022-04-13,2026-08-11,Active
63d8e613-a565-4676-a069-bc2e70a6b1ab,Education,ff1044a2-55d1-4d56-9b74-235584790e6c,666,5,2018-10-14,2029-05-08,Default
e6c3e927-67ec-424a-986c-0338b4123e6c,Personal,1f30de76-0d33-4a39-bac8-d5f842b67c98,505,13,2016-03-27,2026-02-25,Default
6062fd3d-3ed6-43e3-826e-d80b342a40a4,Personal,ba6bed8c-c92e-4dce-b818-656d938d1ec0,757,10,2021-11-24,2027-04-20,Active
57f89acf-fc57-4a54-a203-087a63885730,Auto,90a126e1-c9b2-405e-92c6-86d8745a33db,967,11,2017-01-14,2026-11-30,Default
269dda7c-2da2-439c-ba2e-e2e6e7c8d895,Auto,a4ca163a-9f57-4a40-aade-c16698413f39,805,3,2021-02-06,2029-06-13,Default
bfe94ca5-4e99-48c7-a61d-46590121024b,Personal,e0d44177-21f0-4aca-972a-b96ee8787736,758,13,2016-07-24,2027-11-05,Default
f2ba528e-94c4-4320-b1ff-77c4e7b1b19a,Personal,f96bfd43-a217-4721-9f76-c22bdca1c217,963,9,2021-08-02,2026-08-20,Default
fcf6648e-1229-4dd1-b798-526de7ee39e5,Home,9c2b080b-0d76-4edd-b5a3-b592dcb88982,622,13,2022-07-18,2029-01-22,Default
16388564-2e3b-413f-9bfb-8f74d3e6b655,Home,01fb5379-580a-413c-a2cb-30861700dfc3,283,14,2019-09-28,2025-03-08,Default
7cacc85a-f24c-465d-a412-9d2d2be3e89d,Home,f0fade12-3dba-428d-b2f4-88bc053b0e30,684,9,2023-10-11,2028-11-12,Closed
edd1ffdd-eb1a-4c02-98e2-5c0d2f6c84ce,Home,784ffbb1-ea72-4a42-bbdd-a999a08427ef,127,6,2019-07-09,2028-05-13,Closed
9ef4a2e8-c23e-45b8-b88d-e01adfa29d19,Personal,778b974a-e79a-4163-ac61-628d9f221372,919,4,2022-12-19,2025-02-12,Default
ea9ff510-104f-4647-95a1-0eb872d6f494,Personal,ec3b6a43-8af1-4b4e-b8cc-53fa84bed3b9,453,8,2019-04-17,2029-11-09,Default
ab8d76dc-13a1-4a30-b3ea-72a7b03bb500,Education,8cafeee6-8324-4eea-84a1-224f8148f25a,574,8,2017-03-20,2029-04-25,Active
4ae6d663-db21-4ee5-bdbb-b2c209bbbfc5,Business,d22198d0-4730-4219-90fb-875da7983692,501,2,2018-04-27,2029-08-31,Active
cf9496d5-e955-4720-8716-e8647208e413,Home,3294e165-798f-4da8-a2e2-af1390ba3fe6,322,6,2023-10-09,2028-05-09,Active
75aa626f-5a0f-427d-8750-64c5e685b903,Personal,2f12989d-c331-4fa8-9b61-63181bde9aa4,293,3,2018-09-15,2027-10-07,Default
b83faa9b-3546-439e-b1a9-45ddf6ba9686,Education,dabedc06-1204-4f51-ab30-b79e89239922,113,14,2023-03-28,2025-11-10,Active
5f7005de-c552-4184-9208-2e7802e0d4a4,Education,fcf7d752-01b1-4186-81ce-4a4afd492578,310,5,2015-12-13,2028-09-15,Closed
3effd4e5-a3a8-42c5-82f4-399eb093269b,Business,c74d523e-331f-46be-a664-284328790864,650,2,2015-12-16,2016-05-29,Active
ee7048c8-0945-4fc5-b2b7-d22ce10e3c32,Home,07ae78ce-cbd7-4ff4-9752-2a8574c20652,84,2,2016-11-18,2028-01-01,Default
6f55bc25-31d0-4f9f-940f-a8972a87f5b4,Personal,bae2866a-a9ba-49be-9555-dc3d0055ab69,302,13,2018-01-07,2029-09-01,Active
a8b18c86-792d-445d-bbc5-6d77c78677f4,Auto,cbb6ae1b-f597-4174-bc91-f241b0b16652,287,7,2022-02-12,2029-01-02,Closed
38eaec35-1d10-4b72-8d40-8935825d729f,Auto,3e98585f-603b-4433-a57f-ae7b9693aa78,765,4,2020-06-20,2026-12-20,Active
f816271c-0b73-4758-bf18-2a08837ac4c2,Home,2d21259c-4b60-4f8b-9291-4144f4eb6d5c,403,15,2021-01-05,2028-08-31,Default
6c4f1f29-a946-436d-a698-8054d26aa96f,Education,0c0a570f-cf23-44a5-afad-a3478b465c4c,771,7,2017-03-01,2024-12-09,Closed
bdd76f1f-cb06-4fe0-9784-d4dfc8167e64,Education,5969c916-3944-4ab4-aaf9-e1607a54e7c3,438,5,2019-06-27,2028-03-24,Closed
cfea3ff5-5a2e-4a56-ace3-98b770de8749,Personal,63225704-5c5b-4e73-ac02-687078c0ce1f,296,3,2020-07-15,2027-12-27,Closed
045b57fe-a4d6-4516-8717-fa129b46e832,Personal,2e1b2266-d34f-4d01-b000-2b0fe1ee2f62,591,6,2020-07-08,2028-10-20,Active
8b9a7e39-9c9f-4969-9683-60c144b5eb91,Auto,fa5ebfee-1eb3-42c3-8a70-50df9e627a3c,921,10,2021-09-22,2026-03-26,Active
b7718fad-9f95-45b5-8296-65513f12ef41,Business,30b43ed3-22ae-46ec-a22d-e9ca353df548,348,3,2022-02-10,2029-12-25,Active
fcfecb70-3400-4f8a-aa03-a59a9f5c0152,Home,f8807e02-0ada-43dc-9413-a79b9aa1d915,698,2,2019-06-18,2026-10-20,Closed
ff7b7716-073b-47a8-875e-d0ab4925b487,Personal,d9e3b358-8979-4fa0-bf39-f92989bddde6,334,7,2016-07-30,2026-07-13,Active
8b401e20-e825-4844-8a54-e526aafa127b,Business,5427cc9e-0f35-486c-b004-0a52125b9bdf,663,6,2021-03-25,2028-04-08,Closed
25c6586e-8594-4da0-863a-9c9bffa9c8a0,Personal,b9b97bff-84fb-4cae-8704-e0f107ecc895,643,13,2015-04-11,2027-08-29,Default
f1031843-f343-4973-ad5e-12e35d25b990,Personal,f2bed8aa-a875-4b8d-86f8-206d21cc3358,492,11,2018-06-16,2026-10-17,Default
5465993d-18fd-4e59-baaf-1e93c7340972,Home,1355431c-7df7-48b8-ab54-6d32d86641a2,174,8,2023-07-08,2027-06-03,Closed
7e860a58-3053-4fd5-80d6-87ed86a47fd7,Business,bf319e4e-cec0-4cf5-8b43-a22cdfdb05a8,310,10,2015-12-04,2024-08-31,Default
375474fb-ceaf-4812-a47a-d8896e650875,Education,3f8b6b7e-8b2a-4209-b592-1faef95b37e2,256,10,2023-01-05,2026-04-23,Active
f0bceb7d-82d2-449f-87f2-e8b3376d8614,Education,e85027c3-da51-4a41-9e46-202e93646250,569,2,2017-03-12,2028-08-22,Default
94229c21-f63c-412b-881e-661e2cdbccac,Business,3a13a358-3ba2-423c-a085-8f64e43da8dd,425,4,2020-04-18,2027-11-29,Active
335b4a60-4c96-4580-9a49-f3b2e6593118,Business,8c260563-de52-4509-8c6b-72305954819a,140,5,2023-11-12,2026-05-16,Closed
d1df125f-0b24-4a18-b5de-d9dba7ba7ce2,Personal,75396047-6a43-457e-837f-23726fb6c222,754,4,2019-09-29,2026-07-09,Default
6fb72a0f-fbc6-4d79-90f1-497a951d34ef,Business,ff9d1d40-1995-4262-836d-eeaa5397b0e1,818,11,2016-10-11,2029-08-08,Default
118f9298-350f-418b-bc1f-834318caf28c,Auto,4f011295-b736-439d-9ddb-25496885aca6,465,9,2018-08-04,2029-03-25,Default
335faee4-b3cd-46d2-a3aa-741e9a85a4d1,Business,6b8b8cba-e497-460d-ab40-954878dd4624,54,2,2021-05-29,2026-05-31,Default
fbd6446c-2fbb-4ea4-87c1-62be127d2e8a,Business,bc2c45f6-5496-43a1-9bbd-4d6e3ecdd54d,744,9,2023-04-14,2028-08-26,Active
6138d9f2-22dd-4f6b-95ee-9ad08c4c57bc,Home,4cfd98d0-92f4-4397-a9be-2d18448386cd,722,3,2020-06-28,2020-12-20,Default
c045e523-bce2-4c09-a76c-b1ab012c91ca,Personal,a9a59a75-777a-48ea-91c9-e0b5e4f0e763,383,7,2023-09-12,2029-09-09,Active
312f2a02-27d9-4132-b076-847a0db69f17,Home,3cb7a274-2aa9-4180-842e-ed6fe225748f,518,13,2015-08-14,2029-07-27,Active
d86ef095-c557-4ea6-a396-8258cc0f9591,Education,2f12989d-c331-4fa8-9b61-63181bde9aa4,566,4,2021-05-23,2029-10-07,Closed
a8ba6079-ecca-4599-83ca-1c20b7dcd39c,Auto,5b293a70-173b-4b06-91b0-a9c710d746cc,167,12,2023-11-23,2024-01-25,Active
c31bbea5-e00d-4480-b192-fa2c30efdae0,Auto,2550f24c-a493-4421-8e03-859579661795,165,4,2021-01-30,2021-03-14,Closed
e3fc3bd4-b6d9-4286-ad4e-0deb6fab130b,Education,ab3622f8-75b3-48da-9640-7d4eb568c36f,743,2,2022-05-15,2022-08-29,Closed
84f44d2f-d496-436c-8d8a-f109fac0597b,Business,17ea1e49-0840-4acf-82e7-183079430722,407,4,2020-05-20,2029-12-12,Active
d3ec2e74-cde7-4f2f-9332-a99ceba05924,Personal,b3ab633f-7134-4c77-b2c5-47b6d8792b0b,853,9,2018-01-13,2029-04-26,Default
abc3907b-9338-4a8c-8f62-c29faa35bf30,Personal,e2fa2266-de16-49a7-8dc1-607009972182,88,15,2016-06-26,2024-08-11,Default
addfc201-3c9f-40a4-960e-2631fa54b22f,Auto,ca94fa85-5722-4bae-9548-21c133a56c2f,915,8,2019-09-03,2029-03-17,Default
c74f313a-a4d5-46f9-ad79-ab4038860441,Business,2e50814f-ac0d-4fb3-980c-89d3fdab7374,429,15,2023-02-07,2028-10-16,Active
9ced4d8c-917c-45a9-863b-3571f1c61a40,Personal,e0e9374c-c7c6-410e-a5d4-dd6529c428a6,942,8,2019-05-29,2025-08-15,Active
6fbb64d0-b222-47ba-aa46-290460c67311,Business,df384c15-127b-4f9e-8de4-616722381cb2,220,6,2020-07-28,2024-03-01,Default
0515bf73-39e8-4e56-93c0-f59f7b7bbd5d,Auto,2ac770c1-cf83-4d56-bade-8bbbe41f580e,581,9,2016-08-20,2028-03-21,Closed
9f7bf19b-9611-4898-a329-4df1b81e5fcb,Education,5fc43a03-8ebb-4e9f-8481-286a3015b577,100,6,2020-03-26,2027-02-01,Default
7ba006ae-c1b3-4497-9ea9-6fe54d4ac375,Business,c43f88d5-d969-43bc-a96b-9554665b72c9,223,14,2019-02-15,2028-08-19,Active
cc298ef1-8ec0-4eec-a22f-35df59ff1d0b,Home,8741ade8-4d8b-49f7-adc1-f7e457a6ab5a,709,3,2020-06-11,2024-09-18,Closed
388af128-993c-4585-9548-dcf91534be1e,Auto,62690301-6f4e-4fa4-b7b0-25fb1cbbf6a3,913,9,2021-10-19,2028-08-20,Active
a8106094-cee5-45ed-9d58-17898781620e,Personal,b4f27c1a-16f3-4f55-9d91-dd42986b33af,147,12,2019-11-30,2026-09-25,Closed
f5827714-0451-4b52-a953-2232a6bc7abb,Education,c2391f9c-1b44-4ac3-9a06-62fdc59db24c,345,14,2022-05-08,2025-01-27,Default
a8146db4-6644-496d-945a-2932c6ba7f92,Auto,398bf082-f1fc-42c3-8c4a-1b3a511647fd,662,12,2019-01-12,2029-12-21,Default
9d0c08f5-8ffc-41ec-ae50-879676c89b83,Auto,a470ab00-d3b1-45ad-861b-92ee930dbf37,89,9,2021-06-18,2026-08-09,Closed
c66cf5b3-4b2b-4cf6-b30a-0a8cbe2c713b,Education,676a16fb-cd7b-47b7-9273-f6355af87df0,627,2,2016-05-31,2024-06-29,Default
a0a8687f-f801-4dea-9285-a021fc78d7fd,Education,137c9c79-e88a-4571-bf64-de2a80676448,59,10,2021-11-04,2026-05-28,Default
136851db-43bd-409d-9e38-e774613d1f19,Education,5638779c-a43b-4ba6-8a4c-84d21d9e1dbe,531,13,2021-02-25,2022-01-08,Default
b03a3830-05af-4820-a373-0f49076629d7,Home,52a84e64-593c-47e2-968c-390eb25630d3,565,8,2021-01-08,2026-10-04,Default
2e9bc5a1-7c75-4e14-ae0e-54c2c31a85e0,Personal,bbcf60d6-0b8b-4554-87e2-82adcb1070d1,290,7,2018-01-15,2024-01-20,Active
9c55af3b-e2a5-4bfe-8768-d8f571578202,Business,1ccbd4bc-39e3-498e-b957-1f0f9147c9bb,672,3,2018-08-24,2018-10-10,Active
e7fa997e-e073-4347-b6fe-4e64e6aa1cab,Education,7d8fdcd1-255c-4661-bb37-a21e96fea415,587,11,2015-05-27,2028-08-25,Active
